order_index,variable_df11,variable_df8,table_df8,var_in_df8,coded_na_values_df8,order_df8_tables,variable_df9,table_df9,var_in_df9,coded_na_values_df9,order_df9_tables,code_table_df9,code_col_df9,label_col_df9,variable_df10,table_df10,long_format_df10,var_in_df10,df10_removed,df10_merged,df10_aggregated_var,df10_aggregated_var_df11_mergedvars,CodedVar,varCodesValues
214,art_cer_tot_oxto,oxtotipa,v302,TRUE,-1,32012,totOxto,cerPhTot,TRUE,-1,12012,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
215,art_cer_tot_xome,xometla,v302,TRUE,-1,32013,totXome,cerPhTot,TRUE,-1,12013,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
216,art_cer_tot_maza,mazapan,v303,TRUE,-1,33002,totMaza,cerPhTot,TRUE,-1,12014,,,,totMazapan,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
217,art_cer_tot_aztec,aztec,v303,TRUE,-1,33003,totAzte,cerPhTot,TRUE,-1,12015,,,,totAztec,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
218,art_cer_censer_tot,cnsrtots,v303,TRUE,-1,33004,censerTot,cerVessel,TRUE,-1,10018,,,,censerTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
219,art_cer_censer_precl,ppatcnsr,v216,TRUE,-1,16003,censerPPat,cerVessel,TRUE,-1,10019,,,,censerPPat,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
220,art_cer_censer_patl,patlcnsr,v216,TRUE,-1,16004,censerPatl,cerVessel,TRUE,-1,10020,,,,censerPatl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
221,art_cer_censer_tzac,tzaccnsr,v216,TRUE,-1,16005,censerTzac,cerVessel,TRUE,-1,10021,,,,censerTzac,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
222,art_cer_censer_micc,micccnsr,v303,TRUE,-1,33005,censerMicc,cerVessel,TRUE,-1,10022,,,,censerMicc,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
223,art_cer_censer_tlam,tlamcnsr,v303,TRUE,-1,33006,censerTlam,cerVessel,TRUE,-1,10023,,,,censerTlam,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
224,art_cer_censer_xola,xolacnsr,v303,TRUE,-1,33007,censerXola,cerVessel,TRUE,-1,10024,,,,censerXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
225,art_cer_censer_mete,metecnsr,v303,TRUE,-1,33008,censerMete,cerVessel,TRUE,-1,10025,,,,censerMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
226,art_cer_censer_oxto,oxtocnsr,v216,TRUE,-1,16006,censerOxto,cerVessel,TRUE,-1,10026,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
227,art_cer_censer_xome,xomecnsr,v216,TRUE,-1,16007,censerXome,cerVessel,TRUE,-1,10027,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
228,art_cer_censer_maza,mazacnsr,v216,TRUE,-1,16008,censerMaza,cerVessel,TRUE,-1,10028,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
229,art_cer_censer_aztec,aztecnsr,v216,TRUE,-1,16009,censerAzte,cerVessel,TRUE,-1,10029,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
230,art_cer_to_tot,thnotots,v303,TRUE,-1,33009,toTot,cerVessel,TRUE,-1,10038,,,,toTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
231,art_cer_to_regular,regthno,v303,TRUE,-1,33010,toRegular,cerVessel,TRUE,-1,10039,,,,toRegular,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
232,art_cer_to_coarse,crsthno,v303,TRUE,-1,33011,toCoarse,cerVessel,TRUE,-1,10040,,,,toCoarse,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
233,art_cer_smo_tot,smotots,v303,TRUE,-1,33012,smoTot,cerVessel,TRUE,-1,10041,,,,smoTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
234,art_cer_smo_tlam,tlamsmo,v216,TRUE,-1,16010,smoTlam,cerVessel,TRUE,-1,10042,,,,smoTlam,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
235,art_cer_smo_xola,xolasmo,v303,TRUE,-1,33013,smoXola,cerVessel,TRUE,-1,10043,,,,smoXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
236,art_cer_smo_mete,metesmo,v304,TRUE,-1,34002,smoMete,cerVessel,TRUE,-1,10044,,,,smoMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
237,art_cer_olla_tot,ollatot,v304,TRUE,-1,34003,ollaTot,cerVessel,TRUE,-1,10002,,,,ollaTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
238,art_cer_olla_patl,patlolla,v304,TRUE,-1,34004,ollaPatl,cerVessel,TRUE,-1,10003,,,,ollaPatl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
239,art_cer_olla_wedge,wdgrolla,v304,TRUE,-1,34005,ollaWedge,cerVessel,TRUE,-1,10004,,,,ollaWedge,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
240,art_cer_olla_micc,miccolla,v304,TRUE,-1,34006,ollaMicc,cerVessel,TRUE,-1,10005,,,,ollaMicc,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
241,art_cer_olla_tlam,tlamolla,v304,TRUE,-1,34007,ollaTlam,cerVessel,TRUE,-1,10006,,,,ollaTlam,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
242,art_cer_olla_xola,xolaolla,v304,TRUE,-1,34008,ollaXola,cerVessel,TRUE,-1,10007,,,,ollaXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
243,art_cer_olla_mete,meteolla,v304,TRUE,-1,34009,ollaMete,cerVessel,TRUE,-1,10008,,,,ollaMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
244,art_cer_comal_tot,comltots,v304,TRUE,-1,34010,comalTot,cerVessel,TRUE,-1,10009,,,,comalTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
245,art_cer_comal_patl,patlcoml,v216,TRUE,-1,16011,comalPatl,cerVessel,TRUE,-1,10010,,,,comalPatl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
246,art_cer_comal_tzac,tzaccoml,v216,TRUE,-1,16012,comalTzac,cerVessel,TRUE,-1,10011,,,,comalTzac,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
247,art_cer_comal_micc,micccoml,v216,TRUE,-1,16013,comalMicc,cerVessel,TRUE,-1,10012,,,,comalMicc,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
248,art_cer_comal_tlam,tlamcoml,v217,TRUE,-1,17002,comalTlam,cerVessel,TRUE,-1,10013,,,,comalTlam,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
249,art_cer_comal_xola,xolacoml,v304,TRUE,-1,34011,comalXola,cerVessel,TRUE,-1,10014,,,,comalXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
250,art_cer_comal_mete,metecoml,v304,TRUE,-1,34012,comalMete,cerVessel,TRUE,-1,10015,,,,comalMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
251,art_cer_comal_oxto,oxtocoml,v217,TRUE,-1,17003,comalOxto,cerVessel,TRUE,-1,10016,,,,comalOxto,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
252,art_cer_comal_postcl,poxtcoml,v304,TRUE,-1,34013,comalPOxt,cerVessel,TRUE,-1,10017,,,,comalPOxt,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
253,art_cer_nubbin_tot,nubbtots,v305,TRUE,-1,35002,nubbinTot,cerVessel,TRUE,-1,10030,,,,nubbinTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
254,art_cer_nubbin_patl,patlnubb,v217,TRUE,-1,17004,nubbinPatl,cerVessel,TRUE,-1,10031,,,,nubbinPatl,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
255,art_cer_nubbin_apet,apetnubb,v217,TRUE,-1,17005,nubbinApet,cerVessel,TRUE,-1,10032,,,,nubbinApet,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
256,art_cer_nubbin_inset,instnubb,v217,TRUE,-1,17006,nubbinInset,cerVessel,TRUE,-1,10033,,,,nubbinInset,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
257,art_cer_nubbin_flush,flshnubb,v217,TRUE,-1,17007,nubbinFlush,cerVessel,TRUE,-1,10034,,,,nubbinFlush,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
258,art_cer_nubbin_atoy,atoynubb,v217,TRUE,-1,17008,nubbinAtoy,cerVessel,TRUE,-1,10035,,,,nubbinAtoy,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
259,art_cer_nubbin_xola,xolanubb,v217,TRUE,-1,17009,nubbinXola,cerVessel,TRUE,-1,10036,,,,nubbinXola,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
260,art_cer_nubbin_mete,metenubb,v217,TRUE,-1,17010,nubbinMete,cerVessel,TRUE,-1,10037,,,,nubbinMete,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
261,art_cer_stamped,stmpshrd,v217,TRUE,-1,17011,shrdStamped,cerVessel,TRUE,-1,10045,,,,shrdStamped,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
262,art_cer_planorelief,plrfshrd,v217,TRUE,-1,17012,shrdPlanoR,cerVessel,TRUE,-1,10046,,,,shrdPlanoR,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
263,art_cer_stucco,stccshrd,v217,TRUE,-1,17013,shrdStucco,cerVessel,TRUE,-1,10047,,,,shrdStucco,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
264,art_cer_incised,incishrd,v218,TRUE,-1,18002,shrdIncised,cerVessel,TRUE,-1,10048,,,,shrdIncised,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
265,art_cer_foreign_tot,frnshtot,v218,TRUE,-1,18003,foreignTot,cerVessel,TRUE,-1,10049,,,,foreignTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
266,art_cer_foreign_mayalow,lowmaya,v218,TRUE,-1,18004,mayaLow,cerVessel,TRUE,-1,10050,,,,mayaLow,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
267,art_cer_foreign_mayahigh,highmaya,v218,TRUE,-1,18005,mayaHigh,cerVessel,TRUE,-1,10051,,,,mayaHigh,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
268,art_cer_foreign_huastec,huastec,v218,TRUE,-1,18006,huastec,cerVessel,TRUE,-1,10052,,,,huastec,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
269,art_cer_foreign_tajin,tajin,v218,TRUE,-1,18007,tajin,cerVessel,TRUE,-1,10053,,,,tajin,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
270,art_cer_foreign_gulfcoast,gulfcst,v218,TRUE,-1,18008,gulfCoast,cerVessel,TRUE,-1,10054,,,,gulfCoast,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
271,art_cer_foreign_montealban,montealb,v218,TRUE,-1,18009,monteAlban,cerVessel,TRUE,-1,10055,,,,monteAlban,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
272,art_cer_foreign_oaxaca,oaxaca,v218,TRUE,-1,18010,oaxaca,cerVessel,TRUE,-1,10056,,,,oaxaca,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
273,art_cer_foreign_other,othfrn,v218,TRUE,-1,18011,foreignOther,cerVessel,TRUE,-1,10057,,,,foreignOther,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
274,art_cer_adornos,adornos,v218,TRUE,-1,18012,adornos,cerVessel,TRUE,-1,10058,,,,adornos,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
275,art_cer_mini,miniatur,v218,TRUE,-1,18013,minatures,cerVessel,TRUE,-1,10059,,,,minatures,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
276,art_cer_copas,copas,v219,TRUE,-1,19002,copas,cerVessel,TRUE,-1,10060,,,,copas,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
277,art_cer_matteware,mattware,v219,TRUE,-1,19003,matteWare,cerVessel,TRUE,-1,10061,,,,matteWare,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
278,art_cer_gran_tot,grantots,v219,TRUE,-1,19004,granTot,cerVessel,TRUE,-1,10062,,,,granTot,totalsTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
279,art_cer_gran_pmic,pmicgran,v219,TRUE,-1,19005,granPMic,cerVessel,TRUE,-1,10063,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
280,art_cer_gran_micc,miccgran,v219,TRUE,-1,19006,granMicc,cerVessel,TRUE,-1,10064,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
281,art_cer_gran_tlam,tlamgran,v219,TRUE,-1,19007,granTlam,cerVessel,TRUE,-1,10065,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
282,art_cer_gran_xola,xolagran,v219,TRUE,-1,19008,granXola,cerVessel,TRUE,-1,10066,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
283,art_cer_gran_mete,metegran,v219,TRUE,-1,19009,granMete,cerVessel,TRUE,-1,10067,,,,,,,FALSE,FALSE,TRUE,FALSE,,FALSE,
284,art_cer_disk,ceradisk,v219,TRUE,-1,19010,ceramicDisk,cerNonVessel,TRUE,-1,11019,,,,ceramicDisk,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
285,art_lith_obs_wkshp_spence_phase1,sobsiwk1,v219,TRUE,-1,19011,obsidianSpencePhase1,workshop,TRUE,-1,8005,Codes_workshopSpence1,code,description,obsidianSpencePhase1,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,"0=not believed a workshop; 1=present, Patlachique phase; 2=present, Tzacualli phase; 3=present, Miccaotli-Metepec phase; 4=present, Aztec phase"
286,art_lith_obs_wkshp_spence_phase2,sobsiwk2,v219,TRUE,-1,19012,obsidianSpencePhase2,workshop,TRUE,-1,8006,Codes_workshopSpence2,code,description,obsidianSpencePhase2,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=not a workshop in more than one phase; 1=Patlachique phase; 2=Tzacualli phase; 3=Miccaotli-Metepec phase; 4=Aztec phase
287,art_cer_wkshp_krotser,kcerawks,v219,TRUE,-1,19013,ceramicKrotser,workshop,TRUE,-1,8007,Codes_workshopKrotser,code,description,ceramicKrotser,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=not identified as a workshop; 1=probably or surely a ceramic workshop
288,art_cer_fig_conc_barbour,bfigconc,v220,TRUE,-1,20002,figurineConcBarbour,workshop,TRUE,-1,8008,Codes_figurineConcBarbour,code,description,figurineConcBarbour,interpTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=not identified as a figurine concentration; 1=identified as a figurine concentration
289,arch_struct_area,areastrc,v401,TRUE,-1,41012,areaStruct,description,TRUE,-1,2007,,,,areaStruct,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
290,arch_struct_insubstantial,insubstr,v220,TRUE,-1,20003,insubstantialCount,archInterp,TRUE,-1,5005,,,,,,,FALSE,TRUE,FALSE,FALSE,,FALSE,
291,arch_struct_boundary_dataquality,qualbnd,v220,TRUE,-1,20004,boundInfoQual,archInterp,TRUE,-1,5004,Codes_boundInfoQual,code,description,boundInfoQual,codeTable,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,0=boundaries clear; 1=not all boundaries clear; 2=conventional symbols for insubstantial structures
292,arch_plazas_norwood,,,FALSE,,,PlazaNo,Plazas,TRUE,-1,9002,,,,,,,FALSE,TRUE,FALSE,FALSE,,FALSE,
293,art_bone_unworked,wrkdbone,v213,TRUE,-1,13008,unworkedBone,artifactOther,TRUE,-1,15005,,,,unworkedBone,artifactTable,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,
294,art_lith_obs_bifaces,,,FALSE,,,,,FALSE,,,,,,obsidianBifaces,artifactTable,TRUE,TRUE,FALSE,FALSE,TRUE,art_lith_obs_points; art_lith_obs_knives,FALSE,
295,art_lith_greenstone_tot,,,FALSE,,,,,FALSE,,,,,,fineGreenstone,artifactTable,TRUE,TRUE,FALSE,FALSE,TRUE,art_lith_serpentine_tot; art_lith_jade_tot,FALSE,
296,art_cer_tot_coyo,,,FALSE,,,,,FALSE,,,,,,totCoyo,artifactTable,TRUE,TRUE,FALSE,FALSE,TRUE,art_cer_tot_oxto; art_cer_tot_xome,FALSE,
297,art_cer_censer_late,,,FALSE,,,,,FALSE,,,,,,censerLate,artifactTable,TRUE,TRUE,FALSE,FALSE,TRUE,art_cer_censer_oxto; art_cer_censer_xome; art_cer_censer_maza; art_cer_censer_aztec,FALSE,
298,art_cer_granular,,,FALSE,,,,,FALSE,,,,,,granular,artifactTable,TRUE,TRUE,FALSE,FALSE,TRUE,art_cer_gran_pmic; art_cer_gran_micc; art_cer_gran_tlam; art_cer_gran_xola; art_cer_gran_mete,FALSE,
